ID,TotalDollarValueTraded,TotalUnitsTraded,LargestSingleTransaction,SmallestSingleTransaction,PercentChangeCalculation,DaysSinceLastLogin,DaysSinceLastTrade,NetRealizedGains_YTD,NetRealizedLosses_YTD
844,490.05,15,122.5125,12.25125,2.25,5,17,0,24.5025
845,28702.87,60,14351.435,1435.1435,15,2,5,0,1435.1435
846,24242.42,5,12121.21,1212.121,1.25,1,5,1212.121,0
847,28822.88,97,14411.44,1441.144,24.25,3,6,1441.144,0
848,29932.99,40,14966.495,1496.6495,10,3,9,0,1496.6495
849,29112.91,9,14556.455,1455.6455,2.25,5,5,0,1455.6455
850,13471.35,40,6735.675,673.5675,10,5,8,673.5675,0
851,23502.35,10,11751.175,1175.1175,2.5,4,9,1175.1175,0
852,16141.61,126,8070.805,807.0805,31.5,2,9,0,807.0805
853,16021.6,114,8010.8,801.08,28.5,4,7,801.08,0
854,7740.77,6,1935.1925,193.51925,0.9,1,15,0,193.51925
855,21332.13,87,10666.065,1066.6065,21.75,5,6,1066.6065,0
856,870.09,11,217.5225,21.75225,1.65,3,15,0,21.75225
857,18021.8,136,9010.9,901.09,34,2,5,901.09,0
858,8090.81,13,2022.7025,202.27025,1.95,4,11,0,202.27025
859,23562.36,206,11781.18,1178.118,51.5,5,8,0,1178.118
860,2800.28,11,700.07,70.007,1.65,3,17,0,140.014
861,29782.98,45,14891.49,1489.149,11.25,3,8,0,1489.149
862,24812.48,22,12406.24,1240.624,5.5,1,9,1240.624,0
863,2500.25,28,625.0625,62.50625,4.2,2,15,0,62.50625
864,26132.61,32,13066.305,1306.6305,8,4,8,0,1306.6305
865,5030.5,23,1257.625,125.7625,3.45,3,18,0,251.525
866,12451.25,46,6225.625,622.5625,11.5,4,8,622.5625,0
867,26522.65,32,13261.325,1326.1325,8,2,10,0,1326.1325
868,20222.02,13,10111.01,1011.101,3.25,3,6,0,1011.101
869,9380.94,38,2345.235,234.5235,5.7,5,10,0,234.5235
870,9650.97,6,2412.7425,241.27425,0.9,5,20,0,482.5485
871,17441.74,49,8720.87,872.087,12.25,2,9,872.087,0
872,22392.24,178,11196.12,1119.612,44.5,5,10,1119.612,0
873,370.04,28,92.51,9.251,4.2,4,14,0,9.251
874,22172.22,13,11086.11,1108.611,3.25,3,7,0,1108.611
875,28922.89,45,14461.445,1446.1445,11.25,2,9,0,1446.1445
876,26492.65,12,13246.325,1324.6325,3,1,7,0,1324.6325
877,13191.32,87,6595.66,659.566,21.75,4,10,659.566,0
878,13321.33,56,6660.665,666.0665,14,1,7,666.0665,0
879,11541.15,22,5770.575,577.0575,5.5,4,8,0,577.0575
880,14831.48,25,7415.74,741.574,6.25,2,5,741.574,0
881,4790.48,91,1197.62,119.762,13.65,5,18,0,239.524
882,16791.68,81,8395.84,839.584,20.25,3,8,0,839.584
883,3280.33,11,820.0825,82.00825,1.65,3,12,0,82.00825
884,12531.25,311,6265.625,626.5625,77.75,5,9,626.5625,0
885,11051.11,50,5525.555,552.5555,12.5,5,7,0,552.5555
886,21372.14,293,10686.07,1068.607,73.25,1,8,1068.607,0
887,0,0,0,0,0,0,0,0,0
888,12371.24,163,6185.62,618.562,40.75,5,7,0,618.562
889,0,0,0,0,0,0,0,0,0
890,18311.83,59,9155.915,915.5915,14.75,1,9,0,915.5915
891,20452.05,39,10226.025,1022.6025,9.75,5,6,1022.6025,0
892,26912.69,9,13456.345,1345.6345,2.25,5,9,0,1345.6345
893,28822.88,13,14411.44,1441.144,3.25,4,5,1441.144,0
894,23762.38,50,11881.19,1188.119,12.5,5,10,0,1188.119
895,9570.96,111,2392.74,239.274,16.65,5,10,0,239.274
896,20972.1,13,10486.05,1048.605,3.25,4,6,1048.605,0
897,11701.17,47,5850.585,585.0585,11.75,1,8,585.0585,0
898,14221.42,10,7110.71,711.071,2.5,4,7,711.071,0
899,18851.89,31,9425.945,942.5945,7.75,3,6,0,942.5945
900,16801.68,56,8400.84,840.084,14,5,8,0,840.084
901,15591.56,24,7795.78,779.578,6,5,9,0,779.578
902,8210.82,45,2052.705,205.2705,6.75,4,18,0,410.541
903,11641.16,74,5820.58,582.058,18.5,5,8,0,582.058
904,16211.62,125,8105.81,810.581,31.25,2,7,0,810.581
905,24702.47,73,12351.235,1235.1235,18.25,5,5,0,1235.1235
906,9370.94,11,2342.735,234.2735,1.65,5,11,0,234.2735
907,20532.05,41,10266.025,1026.6025,10.25,3,9,0,1026.6025
908,22862.29,16,11431.145,1143.1145,4,4,5,1143.1145,0
909,2150.22,85,537.555,53.7555,12.75,5,20,0,107.511
910,29442.94,104,14721.47,1472.147,26,5,8,1472.147,0
911,22382.24,40,11191.12,1119.112,10,2,10,1119.112,0
912,16041.6,10,8020.8,802.08,2.5,5,5,802.08,0
913,2000.2,11,500.05,50.005,1.65,1,11,0,50.005
914,25532.55,179,12766.275,1276.6275,44.75,3,10,1276.6275,0
915,27972.8,58,13986.4,1398.64,14.5,2,9,0,1398.64
916,22792.28,20,11396.14,1139.614,5,1,9,0,1139.614
917,29862.99,52,14931.495,1493.1495,13,5,10,1493.1495,0
918,27722.77,57,13861.385,1386.1385,14.25,1,6,0,1386.1385
919,3040.3,44,760.075,76.0075,6.6,2,13,0,76.0075
920,22152.22,34,11076.11,1107.611,8.5,3,7,1107.611,0
921,20592.06,112,10296.03,1029.603,28,2,8,0,1029.603
922,0,0,0,0,0,0,0,0,0
923,15541.55,12,7770.775,777.0775,3,3,6,0,777.0775
924,7000.7,12,1750.175,175.0175,1.8,5,16,0,350.035
925,22662.27,27,11331.135,1133.1135,6.75,5,10,1133.1135,0
926,28522.85,161,14261.425,1426.1425,40.25,2,8,1426.1425,0
927,8360.84,39,2090.21,209.021,5.85,5,19,0,418.042
928,6110.61,58,1527.6525,152.76525,8.7,5,13,0,152.76525
929,2650.27,17,662.5675,66.25675,2.55,4,15,0,66.25675
930,26992.7,13,13496.35,1349.635,3.25,2,5,0,1349.635
931,11631.16,115,5815.58,581.558,28.75,4,10,0,581.558
932,11551.16,15,5775.58,577.558,3.75,1,9,0,577.558
933,22472.25,28,11236.125,1123.6125,7,1,8,0,1123.6125
934,2010.2,150,502.55,50.255,22.5,4,15,0,100.51
935,13051.31,36,6525.655,652.5655,9,1,8,0,652.5655
936,29922.99,8,14961.495,1496.1495,2,1,6,1496.1495,0
937,680.07,10,170.0175,17.00175,1.5,3,20,0,34.0035
938,27422.74,23,13711.37,1371.137,5.75,3,6,1371.137,0
939,11961.2,25,5980.6,598.06,6.25,1,7,598.06,0
940,16011.6,10,8005.8,800.58,2.5,2,6,0,800.58
941,23232.32,80,11616.16,1161.616,20,2,10,0,1161.616
942,10361.04,57,5180.52,518.052,14.25,1,7,0,518.052
943,29432.94,10,14716.47,1471.647,2.5,4,8,1471.647,0
944,9840.98,62,2460.245,246.0245,9.3,2,15,0,246.0245
945,29412.94,332,14706.47,1470.647,83,5,10,1470.647,0
946,11721.17,28,5860.585,586.0585,7,5,9,586.0585,0
947,11911.19,95,5955.595,595.5595,23.75,2,10,0,595.5595
948,21812.18,29,10906.09,1090.609,7.25,1,5,1090.609,0
949,23282.33,168,11641.165,1164.1165,42,1,9,1164.1165,0
950,27992.8,16,13996.4,1399.64,4,4,6,1399.64,0
951,290.03,22,72.5075,7.25075,3.3,5,12,0,7.25075
952,25942.59,32,12971.295,1297.1295,8,4,5,1297.1295,0
953,20712.07,23,10356.035,1035.6035,5.75,3,6,0,1035.6035
954,21322.13,35,10661.065,1066.1065,8.75,5,7,0,1066.1065
955,4190.42,114,1047.605,104.7605,17.1,5,11,0,104.7605
956,7670.77,32,1917.6925,191.76925,4.8,4,17,0,383.5385
957,29642.96,90,14821.48,1482.148,22.5,2,8,0,1482.148
958,24072.41,27,12036.205,1203.6205,6.75,2,5,0,1203.6205
959,25872.59,68,12936.295,1293.6295,17,4,6,1293.6295,0
960,15251.53,70,7625.765,762.5765,17.5,5,5,762.5765,0
961,4580.46,8,1145.115,114.5115,1.2,2,10,0,114.5115
962,6360.64,15,1590.16,159.016,2.25,4,15,0,318.032
963,4910.49,6,1227.6225,122.76225,0.9,3,18,0,245.5245
964,2200.22,9,550.055,55.0055,1.35,3,15,0,55.0055
965,26392.64,103,13196.32,1319.632,25.75,4,10,1319.632,0
966,5830.58,63,1457.645,145.7645,9.45,1,10,0,145.7645
967,6080.61,30,1520.1525,152.01525,4.5,3,11,0,152.01525
968,16601.66,113,8300.83,830.083,28.25,1,5,0,830.083
969,22432.24,41,11216.12,1121.612,10.25,5,8,0,1121.612
970,28262.83,38,14131.415,1413.1415,9.5,5,6,0,1413.1415
971,17581.76,8,8790.88,879.088,2,2,9,879.088,0
972,13561.36,144,6780.68,678.068,36,2,10,0,678.068
973,10911.09,93,5455.545,545.5545,23.25,3,9,0,545.5545
974,22482.25,151,11241.125,1124.1125,37.75,4,8,1124.1125,0
975,15701.57,8,7850.785,785.0785,2,2,7,0,785.0785
976,13721.37,11,6860.685,686.0685,2.75,5,7,0,686.0685
977,25002.5,10,12501.25,1250.125,2.5,2,9,1250.125,0
978,25182.52,252,12591.26,1259.126,63,4,10,0,1259.126
979,3930.39,26,982.5975,98.25975,3.9,4,19,0,196.5195
980,17481.75,39,8740.875,874.0875,9.75,4,6,0,874.0875
981,0,0,0,0,0,0,0,0,0
982,5720.57,25,1430.1425,143.01425,3.75,1,13,0,143.01425
983,80.01,10,20.0025,2.00025,1.5,4,18,0,4.0005
984,22872.29,103,11436.145,1143.6145,25.75,4,7,0,1143.6145
985,25792.58,125,12896.29,1289.629,31.25,1,5,0,1289.629
986,20152.02,37,10076.01,1007.601,9.25,5,6,0,1007.601
987,21632.16,139,10816.08,1081.608,34.75,2,5,0,1081.608
988,19281.93,14,9640.965,964.0965,3.5,3,8,0,964.0965
989,2020.2,36,505.05,50.505,5.4,5,12,0,50.505
990,7940.79,65,1985.1975,198.51975,9.75,2,12,0,198.51975
991,14941.49,149,7470.745,747.0745,37.25,3,6,747.0745,0
992,21972.2,19,10986.1,1098.61,4.75,1,9,0,1098.61
993,4970.5,18,1242.625,124.2625,2.7,1,16,0,248.525
994,11701.17,28,5850.585,585.0585,7,4,6,585.0585,0
995,0,0,0,0,0,0,0,0,0
996,18461.85,20,9230.925,923.0925,5,5,9,923.0925,0
997,29182.92,116,14591.46,1459.146,29,3,9,0,1459.146
998,10541.05,137,5270.525,527.0525,34.25,2,5,527.0525,0
999,23702.37,126,11851.185,1185.1185,31.5,5,5,1185.1185,0
1000,0,0,0,0,0,0,0,0,0
1001,2000.2,43,500.05,50.005,6.45,1,14,0,50.005
1002,20412.04,80,10206.02,1020.602,20,2,8,1020.602,0
1003,8320.83,55,2080.2075,208.02075,8.25,5,15,0,416.0415
1004,14271.43,45,7135.715,713.5715,11.25,3,8,0,713.5715
1005,22992.3,65,11496.15,1149.615,16.25,3,6,1149.615,0
1006,12341.23,7,6170.615,617.0615,1.75,4,6,0,617.0615
1007,27832.78,48,13916.39,1391.639,12,1,5,0,1391.639
1008,22242.22,64,11121.11,1112.111,16,3,10,0,1112.111
1009,14391.44,8,7195.72,719.572,2,2,7,719.572,0
1010,29672.97,99,14836.485,1483.6485,24.75,4,7,1483.6485,0
1011,16391.64,30,8195.82,819.582,7.5,4,5,819.582,0
1012,26012.6,108,13006.3,1300.63,27,3,8,1300.63,0
1013,22962.3,75,11481.15,1148.115,18.75,1,6,1148.115,0
1014,8740.87,22,2185.2175,218.52175,3.3,5,17,0,437.0435
1015,21942.19,256,10971.095,1097.1095,64,1,8,0,1097.1095
1016,28422.84,113,14211.42,1421.142,28.25,3,7,0,1421.142
1017,7700.77,43,1925.1925,192.51925,6.45,2,11,0,192.51925
1018,14421.44,73,7210.72,721.072,18.25,3,5,0,721.072
1019,20452.05,90,10226.025,1022.6025,22.5,5,8,1022.6025,0
1020,16201.62,18,8100.81,810.081,4.5,1,9,0,810.081
1021,29552.96,62,14776.48,1477.648,15.5,2,5,1477.648,0
1022,7500.75,71,1875.1875,187.51875,10.65,2,16,0,375.0375
1023,17371.74,51,8685.87,868.587,12.75,4,6,868.587,0
1024,0,0,0,0,0,0,0,0,0
1025,18971.9,104,9485.95,948.595,26,5,9,948.595,0
1026,170.02,10,42.505,4.2505,1.5,4,18,0,8.501
1027,15271.53,25,7635.765,763.5765,6.25,4,6,0,763.5765
1028,29682.97,59,14841.485,1484.1485,14.75,2,5,0,1484.1485
1029,18941.89,25,9470.945,947.0945,6.25,3,6,947.0945,0
1030,26402.64,17,13201.32,1320.132,4.25,3,5,0,1320.132
1031,23172.32,51,11586.16,1158.616,12.75,3,6,1158.616,0
1032,6690.67,43,1672.6675,167.26675,6.45,1,14,0,167.26675
1033,6700.67,46,1675.1675,167.51675,6.9,2,11,0,167.51675
1034,27282.73,93,13641.365,1364.1365,23.25,4,9,1364.1365,0
1035,7720.77,9,1930.1925,193.01925,1.35,3,10,0,193.01925
1036,0,0,0,0,0,0,0,0,0
1037,7420.74,7,1855.185,185.5185,1.05,3,10,0,185.5185
1038,25032.5,54,12516.25,1251.625,13.5,4,7,1251.625,0
1039,20012,84,10006,1000.6,21,2,6,1000.6,0
1040,2540.25,164,635.0625,63.50625,24.6,3,15,0,63.50625
1041,12891.29,53,6445.645,644.5645,13.25,2,7,0,644.5645
1042,6900.69,128,1725.1725,172.51725,19.2,1,10,0,172.51725
1043,0,0,0,0,0,0,0,0,0
1044,9130.91,47,2282.7275,228.27275,7.05,4,13,0,228.27275
1045,7120.71,20,1780.1775,178.01775,3,2,18,0,356.0355
1046,21682.17,17,10841.085,1084.1085,4.25,5,10,1084.1085,0
1047,43004.3,8,21502.15,2150.215,2,5,10,0,2150.215
1048,690.07,112,172.5175,17.25175,16.8,1,15,0,17.25175
1049,0,0,0,0,0,0,0,0,0
1050,24392.44,60,12196.22,1219.622,15,2,7,0,1219.622
1051,10361.04,72,5180.52,518.052,18,2,10,518.052,0
1052,27392.74,51,13696.37,1369.637,12.75,3,9,1369.637,0
1053,3000.3,65,750.075,75.0075,9.75,5,16,0,150.015
1054,19241.92,118,9620.96,962.096,29.5,2,10,0,962.096
1055,17011.7,27,8505.85,850.585,6.75,1,10,850.585,0
1056,10871.09,32,5435.545,543.5545,8,1,5,543.5545,0
1057,21872.19,192,10936.095,1093.6095,48,3,5,1093.6095,0
1058,8650.87,77,2162.7175,216.27175,11.55,1,13,0,216.27175
1059,20862.09,19,10431.045,1043.1045,4.75,4,8,0,1043.1045
1060,15321.53,6,7660.765,766.0765,1.5,3,9,766.0765,0
1061,17491.75,106,8745.875,874.5875,26.5,5,5,874.5875,0
1062,8580.86,37,2145.215,214.5215,5.55,1,12,0,214.5215
1063,11141.11,12,5570.555,557.0555,3,3,10,557.0555,0
1064,2400.24,50,600.06,60.006,7.5,5,15,0,60.006
1065,9900.99,8,2475.2475,247.52475,1.2,1,10,0,247.52475
1066,5590.56,23,1397.64,139.764,3.45,3,15,0,139.764
1067,29782.98,66,14891.49,1489.149,16.5,4,9,1489.149,0
1068,27702.77,124,13851.385,1385.1385,31,2,5,1385.1385,0
1069,0,0,0,0,0,0,0,0,0
1070,42004.2,160,21002.1,2100.21,40,5,9,0,2100.21
1071,2840.28,24,710.07,71.007,3.6,4,16,0,142.014
1072,22462.25,43,11231.125,1123.1125,10.75,3,8,1123.1125,0
1073,1030.1,83,257.525,25.7525,12.45,5,15,0,25.7525
1074,3760.38,5,940.095,94.0095,0.75,1,19,0,188.019
1075,20892.09,106,10446.045,1044.6045,26.5,2,7,1044.6045,0
1076,45004.5,262,22502.25,2250.225,65.5,3,6,0,2250.225
1077,22202.22,82,11101.11,1110.111,20.5,4,6,0,1110.111
1078,11721.17,5,5860.585,586.0585,1.25,2,10,586.0585,0
1079,8560.86,99,2140.215,214.0215,14.85,1,10,0,214.0215
1080,29002.9,26,14501.45,1450.145,6.5,4,7,1450.145,0
1081,45004.5,154,22502.25,2250.225,38.5,3,9,2250.225,0
1082,33003.3,61,16501.65,1650.165,15.25,4,10,0,1650.165
1083,28002.8,35,14001.4,1400.14,8.75,1,10,0,1400.14
1084,14001.4,9,7000.7,700.07,2.25,2,7,700.07,0
1085,25772.58,38,12886.29,1288.629,9.5,4,8,1288.629,0
1086,28452.85,106,14226.425,1422.6425,26.5,4,9,1422.6425,0
1087,13961.4,96,6980.7,698.07,24,2,5,0,698.07
1088,21002.1,6,10501.05,1050.105,1.5,3,8,1050.105,0
1089,29492.95,13,14746.475,1474.6475,3.25,4,7,1474.6475,0
1090,14001.4,88,7000.7,700.07,22,3,5,700.07,0
1091,6780.68,132,1695.17,169.517,19.8,1,17,0,339.034
1092,11811.18,5,5905.59,590.559,1.25,2,6,590.559,0
1093,3670.37,25,917.5925,91.75925,3.75,5,16,0,183.5185
1094,14161.42,214,7080.71,708.071,53.5,4,5,0,708.071
1095,7000.7,100,1750.175,175.0175,15,2,15,0,175.0175
1096,8000.8,40,2000.2,200.02,6,5,18,0,400.04
1097,9000.9,6,2250.225,225.0225,0.9,5,15,0,450.045
1098,7000.7,49,1750.175,175.0175,7.35,3,15,0,175.0175
1099,2000.2,43,500.05,50.005,6.45,1,17,0,100.01
1100,28112.81,17,14056.405,1405.6405,4.25,5,9,1405.6405,0
1101,12401.24,89,6200.62,620.062,22.25,4,5,620.062,0
1102,12231.22,45,6115.61,611.561,11.25,5,8,611.561,0
1103,12861.29,18,6430.645,643.0645,4.5,3,10,643.0645,0
1104,2330.23,23,582.5575,58.25575,3.45,1,12,0,58.25575
1105,5030.5,76,1257.625,125.7625,11.4,3,15,0,125.7625
1106,21412.14,85,10706.07,1070.607,21.25,3,9,1070.607,0
1107,3010.3,37,752.575,75.2575,5.55,3,19,0,150.515
1108,20922.09,9,10461.045,1046.1045,2.25,4,9,0,1046.1045
1109,3300.33,40,825.0825,82.50825,6,4,13,0,82.50825
1110,18601.86,8,9300.93,930.093,2,1,7,930.093,0
1111,20832.08,117,10416.04,1041.604,29.25,4,9,0,1041.604
1112,21642.16,87,10821.08,1082.108,21.75,3,10,1082.108,0
1113,13351.34,8,6675.67,667.567,2,2,6,667.567,0
1114,490.05,15,122.5125,12.25125,2.25,1,20,0,24.5025
1115,28702.87,60,14351.435,1435.1435,15,3,5,0,1435.1435
1116,24242.42,5,12121.21,1212.121,1.25,3,7,0,1212.121
1117,28822.88,97,14411.44,1441.144,24.25,4,7,0,1441.144
1118,29932.99,40,14966.495,1496.6495,10,1,10,0,1496.6495
1119,0,0,0,0,0,0,0,0,0
1120,29112.91,9,14556.455,1455.6455,2.25,3,5,1455.6455,0
1121,13471.35,40,6735.675,673.5675,10,4,6,673.5675,0
1122,23502.35,10,11751.175,1175.1175,2.5,1,9,1175.1175,0
1123,16141.61,126,8070.805,807.0805,31.5,3,9,807.0805,0
1124,16021.6,114,8010.8,801.08,28.5,1,6,0,801.08
1125,7740.77,6,1935.1925,193.51925,0.9,2,17,0,387.0385
1126,21332.13,87,10666.065,1066.6065,21.75,3,5,0,1066.6065
1127,870.09,11,217.5225,21.75225,1.65,5,12,0,21.75225
1128,18021.8,136,9010.9,901.09,34,4,8,901.09,0
1129,8090.81,13,2022.7025,202.27025,1.95,4,12,0,202.27025
1130,23562.36,206,11781.18,1178.118,51.5,3,9,0,1178.118
1131,2800.28,11,700.07,70.007,1.65,3,11,0,70.007
1132,12451.25,46,6225.625,622.5625,11.5,4,7,622.5625,0
1133,26522.65,32,13261.325,1326.1325,8,3,9,0,1326.1325
1134,20222.02,13,10111.01,1011.101,3.25,5,7,1011.101,0
1135,9380.94,38,2345.235,234.5235,5.7,5,11,0,234.5235
1136,9650.97,6,2412.7425,241.27425,0.9,1,17,0,482.5485
1137,17441.74,49,8720.87,872.087,12.25,5,10,872.087,0
1138,22392.24,178,11196.12,1119.612,44.5,1,8,1119.612,0
1139,11541.15,22,5770.575,577.0575,5.5,5,7,577.0575,0
1140,14831.48,25,7415.74,741.574,6.25,1,5,0,741.574
1141,20452.05,39,10226.025,1022.6025,9.75,5,7,0,1022.6025
1142,29442.94,104,14721.47,1472.147,26,5,9,1472.147,0
1143,22382.24,40,11191.12,1119.112,10,5,8,0,1119.112
1144,16041.6,10,8020.8,802.08,2.5,1,10,0,802.08
1145,3000.3,11,750.075,75.0075,1.65,4,15,0,150.015
1146,25532.55,179,12766.275,1276.6275,44.75,3,7,0,1276.6275
1147,27972.8,58,13986.4,1398.64,14.5,4,6,1398.64,0
1148,22792.28,20,11396.14,1139.614,5,4,6,0,1139.614
1149,29862.99,52,14931.495,1493.1495,13,2,9,1493.1495,0
1150,27722.77,57,13861.385,1386.1385,14.25,1,7,0,1386.1385
1151,3040.3,44,760.075,76.0075,6.6,1,15,0,152.015
1152,22152.22,34,11076.11,1107.611,8.5,5,7,0,1107.611
1153,0,0,0,0,0,0,0,0,0
1154,22662.27,27,11331.135,1133.1135,6.75,2,8,0,1133.1135
1155,6110.61,58,1527.6525,152.76525,8.7,4,14,0,152.76525
1156,2650.27,17,662.5675,66.25675,2.55,2,18,0,132.5135
1157,26992.7,13,13496.35,1349.635,3.25,3,9,0,1349.635
1158,22472.25,28,11236.125,1123.6125,7,1,6,0,1123.6125
1159,13051.31,36,6525.655,652.5655,9,5,10,0,652.5655
1160,29922.99,8,14961.495,1496.1495,2,5,7,1496.1495,0
1161,27422.74,23,13711.37,1371.137,5.75,1,7,0,1371.137
1162,11961.2,25,5980.6,598.06,6.25,5,10,598.06,0
1163,16011.6,10,8005.8,800.58,2.5,3,10,800.58,0
1164,10361.04,57,5180.52,518.052,14.25,1,6,0,518.052
1165,29432.94,10,14716.47,1471.647,2.5,2,10,1471.647,0
1166,11911.19,95,5955.595,595.5595,23.75,5,10,595.5595,0
1167,290.03,22,72.5075,7.25075,3.3,2,11,0,7.25075
1168,25942.59,32,12971.295,1297.1295,8,2,6,1297.1295,0
1169,29642.96,90,14821.48,1482.148,22.5,5,7,0,1482.148
1170,15251.53,70,7625.765,762.5765,17.5,5,7,0,762.5765
1171,5830.58,63,1457.645,145.7645,9.45,1,11,0,145.7645
1172,6080.61,30,1520.1525,152.01525,4.5,2,15,0,304.0305
1173,17581.76,8,8790.88,879.088,2,4,6,879.088,0
1174,13561.36,144,6780.68,678.068,36,1,5,0,678.068
1175,10911.09,93,5455.545,545.5545,23.25,3,8,0,545.5545
1176,22482.25,151,11241.125,1124.1125,37.75,2,5,1124.1125,0
1177,15701.57,8,7850.785,785.0785,2,2,8,785.0785,0
1178,13721.37,11,6860.685,686.0685,2.75,4,9,686.0685,0
1179,25182.52,252,12591.26,1259.126,63,4,7,0,1259.126
1180,3930.39,26,982.5975,98.25975,3.9,1,19,0,196.5195
1181,17481.75,39,8740.875,874.0875,9.75,5,7,0,874.0875
1182,22872.29,103,11436.145,1143.6145,25.75,3,10,1143.6145,0
1183,4980.5,258,1245.125,124.5125,38.7,5,10,0,124.5125
1184,20412.04,80,10206.02,1020.602,20,5,10,0,1020.602
1185,12341.23,7,6170.615,617.0615,1.75,1,8,0,617.0615
1186,8740.87,22,2185.2175,218.52175,3.3,2,13,0,218.52175
1187,21942.19,256,10971.095,1097.1095,64,3,5,0,1097.1095
1188,28422.84,113,14211.42,1421.142,28.25,5,5,0,1421.142
1189,1520.15,29,380.0375,38.00375,4.35,4,18,0,76.0075
1190,18971.9,104,9485.95,948.595,26,1,9,0,948.595
1191,18941.89,25,9470.945,947.0945,6.25,2,8,947.0945,0
1192,26402.64,17,13201.32,1320.132,4.25,4,9,1320.132,0
1193,1710.17,116,427.5425,42.75425,17.4,1,18,0,85.5085
1194,33003.3,8,16501.65,1650.165,2,3,8,0,1650.165
1195,690.07,112,172.5175,17.25175,16.8,1,17,0,34.5035
1196,0,0,0,0,0,0,0,0,0
1197,19241.92,118,9620.96,962.096,29.5,1,10,0,962.096
1198,17011.7,27,8505.85,850.585,6.75,4,9,850.585,0
1199,10871.09,32,5435.545,543.5545,8,1,7,543.5545,0
1200,21872.19,192,10936.095,1093.6095,48,2,8,0,1093.6095
1201,8650.87,77,2162.7175,216.27175,11.55,2,19,0,432.5435
1202,20862.09,19,10431.045,1043.1045,4.75,2,6,0,1043.1045
1203,15321.53,6,7660.765,766.0765,1.5,2,7,0,766.0765
1204,17491.75,106,8745.875,874.5875,26.5,2,9,874.5875,0
1205,8580.86,37,2145.215,214.5215,5.55,5,15,0,429.043
1206,11141.11,12,5570.555,557.0555,3,1,5,0,557.0555
1207,2400.24,50,600.06,60.006,7.5,2,19,0,120.012
1208,0,0,0,0,0,0,0,0,0
1209,9900.99,8,2475.2475,247.52475,1.2,5,15,0,495.0495
1210,5590.56,23,1397.64,139.764,3.45,3,19,0,279.528
1211,0,0,0,0,0,0,0,0,0
1212,35003.5,160,17501.75,1750.175,40,4,7,0,1750.175
1213,2840.28,24,710.07,71.007,3.6,3,20,0,142.014
1214,22462.25,43,11231.125,1123.1125,10.75,5,8,0,1123.1125
1215,1030.1,83,257.525,25.7525,12.45,3,10,0,25.7525
1216,3760.38,5,940.095,94.0095,0.75,3,13,0,94.0095
1217,20892.09,106,10446.045,1044.6045,26.5,3,8,1044.6045,0
1218,39003.9,262,19501.95,1950.195,65.5,5,9,0,1950.195
1219,22202.22,82,11101.11,1110.111,20.5,4,8,1110.111,0
1220,11721.17,5,5860.585,586.0585,1.25,2,5,0,586.0585
1221,8560.86,99,2140.215,214.0215,14.85,2,15,0,428.043
1222,59005.9,26,29502.95,2950.295,6.5,3,10,0,2950.295
1223,43004.3,154,21502.15,2150.215,38.5,3,5,2150.215,0
1224,42004.2,61,21002.1,2100.21,15.25,3,10,0,2100.21
1225,45004.5,35,22502.25,2250.225,8.75,4,7,0,2250.225
1226,14001.4,9,7000.7,700.07,2.25,3,7,0,700.07
1227,29002.9,38,14501.45,1450.145,9.5,4,10,0,1450.145
1228,28452.85,106,14226.425,1422.6425,26.5,3,7,1422.6425,0
1229,13961.4,96,6980.7,698.07,24,1,8,0,698.07
1230,21002.1,6,10501.05,1050.105,1.5,1,9,0,1050.105
1231,29492.95,13,14746.475,1474.6475,3.25,4,9,0,1474.6475
1232,3670.37,25,917.5925,91.75925,3.75,4,11,0,91.75925
1233,4000.4,100,1000.1,100.01,15,5,12,0,100.01
1234,5000.5,40,1250.125,125.0125,6,5,20,0,250.025
1235,7000.7,6,1750.175,175.0175,0.9,2,20,0,350.035
1236,910.09,49,227.5225,22.75225,7.35,5,11,0,22.75225
1237,9000.9,43,2250.225,225.0225,6.45,3,11,0,225.0225
1238,5030.5,76,1257.625,125.7625,11.4,5,15,0,251.525
1239,21412.14,85,10706.07,1070.607,21.25,2,8,0,1070.607
1240,3010.3,37,752.575,75.2575,5.55,3,12,0,75.2575
1241,20922.09,9,10461.045,1046.1045,2.25,5,9,0,1046.1045
1242,3300.33,40,825.0825,82.50825,6,2,17,0,165.0165
1243,18601.86,8,9300.93,930.093,2,1,10,930.093,0
1244,20832.08,117,10416.04,1041.604,29.25,3,5,1041.604,0
1245,21642.16,87,10821.08,1082.108,21.75,5,8,0,1082.108
1246,13351.34,8,6675.67,667.567,2,4,7,667.567,0
1247,490.05,15,122.5125,12.25125,2.25,4,13,0,12.25125
1248,28702.87,60,14351.435,1435.1435,15,1,8,1435.1435,0
1249,24242.42,5,12121.21,1212.121,1.25,5,7,0,1212.121
1250,28822.88,97,14411.44,1441.144,24.25,2,10,0,1441.144
1251,29932.99,40,14966.495,1496.6495,10,1,6,0,1496.6495
1252,29112.91,9,14556.455,1455.6455,2.25,5,6,1455.6455,0
1253,13471.35,40,6735.675,673.5675,10,5,5,0,673.5675
1254,23502.35,10,11751.175,1175.1175,2.5,1,10,1175.1175,0
1255,16141.61,126,8070.805,807.0805,31.5,2,6,807.0805,0
1256,16021.6,114,8010.8,801.08,28.5,3,7,0,801.08
1257,7740.77,6,1935.1925,193.51925,0.9,3,11,0,193.51925
